id,name,version,layout,released_at,cost,inkwell,ink,text,move_cost,strength,willpower,lore,rarity,collector_number,lang,flavor_text,tcgplayer_id
crd_5879c143b9484d898408440f80e8531e,Tiana,Celebrating Princess,normal,2023-11-17,4,False,Steel,"Resist +2 (Damage dealt to this character is reduced by 2.)
WHAT YOU GIVE IS WHAT YOU GET While this character is exerted and you have no cards in your hand, opponents can't play actions.",,1.0,4.0,2.0,Super_rare,196,en,,516398.0
crd_ea7ccd56a6474fd897146c5e15f30fa3,Tiana,Diligent Waitress,normal,2023-11-17,1,True,Steel,,,1.0,3.0,1.0,Common,197,en,"""My place is going be special, with great food to fill people's bellies and hot jazz to feed their souls!""",527779.0
crd_7f7875c57b0f49d9a0ca569ec1037777,Charge!,,normal,2023-11-17,2,True,Steel,Chosen character gains Challenger +2 and Resist +2 this turn. (They get +2 {S} while challenging. Damage dealt to them is reduced by 2.),,,,,Common,198,en,Sometimes subtlety is required. This is not one of those times.,527639.0
crd_ce1ec049b9994d6fae071a0f74886cb3,Let the Storm Rage On,,normal,2023-11-17,3,False,Steel,"(A character with cost 3 or more can {E} to sing this song for free.)
Deal 2 damage to chosen character. Draw a card.",,,,,Common,199,en,The cold never bothered me anyway,527239.0
crd_5516a5f756734f2c89d1ef63e8c9964d,Pick a Fight,,normal,2023-11-17,2,False,Steel,Chosen character can challenge ready characters this turn.,,,,,Uncommon,200,en,"""I'm gonna wreck it!""",527296.0
crd_c51eb90cb4f54e9dac6596ea653c956d,Strength of a Raging Fire,,normal,2023-11-17,3,True,Steel,"(A character with cost 3 or more can {E} to sing this song for free.)
Deal damage to chosen character equal to the number of characters you have in play.",,,,,Rare,201,en,"Tranquil as a forest
But on fire within",527238.0
crd_a776fb952998401394dcee6936d85b56,Last Cannon,,normal,2023-11-17,1,True,Steel,"ARM YOURSELF 1 {I}, Banish this item — Chosen character gains Challenger +3 this turn. (They get +3 {S} while challenging.)",,,,,Common,202,en,One shot can change everything.,527780.0
crd_a529727601b84e9ca6f8b5052d1d2572,Mouse Armor,,normal,2023-11-17,2,False,Steel,PROTECTION {E} — Chosen character gains Resist +1 until the start of your next turn. (Damage dealt to them is reduced by 1.),,,,,Uncommon,203,en,Built by the tiniest of hands for the bravest of hearts.,520862.0
crd_c3f4b42a04de464a8f93814fd4e1884b,Weight Set,,normal,2023-11-17,3,True,Steel,"TRAINING Whenever you play a character with 4 {S} or more, you may pay 1 {I} to draw a card.",,,,,Rare,204,en,Personally endorsed by Hercules himself!,527529.0
crd_4cf391db31ba468f948bad5a20b0bc16,Cinderella,Ballroom Sensation,normal,2023-11-17,1,True,Amber,Singer 3 (This character counts as cost 3 to sing songs.),,1.0,2.0,1.0,Enchanted,205,en,,527802.0
crd_e97e4b9894fe4c9798b0d925092d3eea,Snow White,Well Wisher,normal,2023-11-17,6,False,Amber,"Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Snow White.)
WISHES COME TRUE Whenever this character quests, you may return a character card from your discard to your hand.",,3.0,5.0,2.0,Enchanted,206,en,,527799.0
crd_19431b87131547d98fef8a693077a77e,Arthur,Wizard's Apprentice,normal,2023-11-17,3,False,Amethyst,"STUDENT Whenever this character quests, you may return another chosen character of yours to your hand to gain 2 lore.",,1.0,3.0,1.0,Enchanted,207,en,,527797.0
crd_26dd3cd037974467a3c4078d58f4ae25,Madam Mim,Purple Dragon,normal,2023-11-17,7,True,Amethyst,"Evasive (Only characters with Evasive can challenge this character.)
I WIN, I WIN! When you play this character, banish her or return another 2 chosen characters of yours to your hand.",,5.0,7.0,4.0,Enchanted,208,en,,528107.0
crd_67714955a33e4508913f44b8ccb08e5c,Pete,Bad Guy,normal,2023-11-17,5,True,Emerald,"Ward (Opponents can't choose this character except to challenge.)
TAKE THAT! Whenever you play an action, this character gets +2 {S} this turn.
WHO'S NEXT? While this character has 7 {S} or more, he gets +2 {L}.",,3.0,4.0,2.0,Enchanted,209,en,,528108.0
crd_458325805fc445799aabfe4c4046f89b,Beast,Relentless,normal,2023-11-17,6,True,Emerald,"SECOND WIND Whenever an opposing character is damaged, you may ready this character.",,4.0,5.0,2.0,Enchanted,210,en,,527800.0
crd_e08d7a85c4e84f1e83a7521ff9c15a89,Lady Tremaine,Imperious Queen,normal,2023-11-17,6,False,Ruby,"Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Lady Tremaine.)
POWER TO RULE AT LAST When you play this character, each opponent chooses and banishes one of their characters.",,3.0,4.0,2.0,Enchanted,211,en,,528109.0
crd_9c3f1e9961584a3ca4c8c32241d25d0b,Shere Khan,Menacing Predator,normal,2023-11-17,3,True,Ruby,"DON'T INSULT MY INTELLIGENCE Whenever one of your characters challenges another character, gain 1 lore.",,3.0,3.0,1.0,Enchanted,212,en,,528110.0
crd_3f0711ce8e06486a8bde68218e75d360,Alice,Growing Girl,normal,2023-11-17,3,True,Sapphire,"GOOD ADVICE Your other characters gain Support. (Whenever they quest, you may add their {S} to another chosen character's {S} this turn.)
WHAT DID I DO? While this character has 10 {S} or more, she gets +4 {L}.",,1.0,4.0,1.0,Enchanted,213,en,,528111.0
crd_f9edf9a591974716b2d7f02764f93737,Sisu,Divine Water Dragon,normal,2023-11-17,4,False,Sapphire,"I TRUST YOU Whenever this character quests, look at the top 2 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.",,2.0,4.0,2.0,Enchanted,214,en,,528112.0
crd_42ef053d7aab445fa7b0a2bf2e028864,Hercules,Divine Hero,normal,2023-11-17,6,True,Steel,"Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Hercules.)
Resist +2 (Damage dealt to this character is reduced by 2.)",,6.0,3.0,2.0,Enchanted,215,en,,528113.0
crd_8b02499c992945e2990cb669d7468256,Namaari,Morning Mist,normal,2023-11-17,4,False,Steel,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
BLADES This character can challenge ready characters.",,2.0,4.0,1.0,Enchanted,216,en,,527798.0
crd_7202d58f49f84525b3a9364c319772f3,Koda,Talkative Cub,normal,2024-08-09,2,True,Amber,"TELL EVERYBODY During opponents' turns, you can't lose lore.",,2.0,1.0,2.0,Rare,1,en,"""I mean, I don't want to brag or nothing, but I got some moves.""",560505.0
crd_7cfdb563e48a4998ae06726dd5feda7d,Nala,Mischievous Cub,normal,2024-08-09,1,True,Amber,,,0.0,4.0,1.0,Uncommon,2,en,The Lorcana Hide-and-Seek Championship was hers for the taking.,561595.0
crd_e9dd2025da3b4ef7adf3f2b9cd67f421,Prince Naveen,Ukulele Player,normal,2024-08-09,4,False,Amber,"Singer 6 (This character counts as cost 6 to sing songs.)
IT'S BEAUTIFUL, NO? When you play this character, you may play a song with cost 6 or less for free.",,3.0,3.0,2.0,Legendary,3,en,,561187.0
crd_db3ade6d337c4c72aad63938a16e7692,Rutt,Northern Moose,normal,2024-08-09,4,True,Amber,"Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)",,3.0,4.0,1.0,Common,4,en,"""Let's find some nice twigs, eh? I could use a snack!""",560498.0
crd_85a886f78a71416aa253879cbe81d8dd,Kenai,Big Brother,normal,2024-08-09,2,True,Amber,"BROTHERS FOREVER While this character is exerted, your characters named Koda can't be challenged.",,1.0,4.0,1.0,Common,5,en,"""You have to look after your little brother, no matter how big a pain he is.""
-Kenai",560502.0
crd_d3dd900e88304c778c319c8facd2c8f2,Vanellope von Schweetz,Sugar Rush Champ,normal,2024-08-09,1,True,Amber,,,2.0,2.0,1.0,Common,6,en,"""Look, the code may say I'm a princess, but I know who I really am...""",555241.0
crd_461c6287b34c4be19933bac34f7c7d78,Tuke,Northern Moose,normal,2024-08-09,4,True,Amber,,,4.0,4.0,1.0,Common,7,en,"""I'd love a snack, but I'm kinda tied up right now.""",560496.0
crd_907793ab7fb44dd38c58f0dc1172a7d6,Lilo,Junior Cake Decorator,normal,2024-08-09,2,True,Amber,"Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)",,1.0,3.0,1.0,Common,8,en,"""Peanut butter and pineapple! This'll be the best cake ever!""",561596.0
crd_48fb46a8fbdd4615a2c9ab99f304a0f2,Vanellope von Schweetz,Candy Mechanic,normal,2024-08-09,2,True,Amber,"YOU'VE GOT TO PAY TO PLAY Whenever this character quests, chosen opposing character gets -1 {S} until the start of your next turn.",,2.0,2.0,1.0,Common,9,en,"""I'll take whatever you've got...as long as it's got sugar in it.""",561946.0
crd_e300981771704026815250b876ae28be,"Fix-It Felix, Jr.",Trusty Builder,normal,2024-08-09,3,True,Amber,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),,2.0,4.0,1.0,Common,10,en,"""Golly, this place is going to take some real fixing!""",559769.0
crd_12426744b21049a39b01acf3d93e4311,Gazelle,Pop Star,normal,2024-08-09,3,True,Amber,Singer 5 (This character counts as cost 5 to sing songs.),,2.0,3.0,2.0,Common,11,en,"""Good evening, Lorcana! We are here tonight to celebrate the possibilities that open up to us when we unite.""",561947.0
crd_894f1b97871342e29b414e927dcd1140,"Fix-It Felix, Jr.",Niceland Steward,normal,2024-08-09,5,True,Amber,"Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Fix-It Felix, Jr.)
BUILDING TOGETHER Your locations get +2 {W}.",,4.0,5.0,1.0,Uncommon,12,en,,559773.0
crd_1ebd5b431d3c46b882e3c95712a9502a,Kristoff,Reindeer Keeper,normal,2024-08-09,9,False,Amber,"SONG OF THE HERD For each song card in your discard, you pay 1 {I} less to play this character.
Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)",,3.0,7.0,3.0,Rare,13,en,,555242.0
crd_7c261f64006d414180bf53ea7ae2f467,Mirabel Madrigal,Family Gatherer,normal,2024-08-09,5,True,Amber,NOT WITHOUT MY FAMILY You can't play this character unless you have 5 or more characters in play.,,5.0,5.0,5.0,Legendary,14,en,"""There's nothing we can't accomplish together!""",561209.0
crd_9b72fe4e823b447fbdd927b3dae1342a,Minnie Mouse,Drum Major,normal,2024-08-09,5,True,Amber,"Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Minnie Mouse.)
PARADE ORDER When you play this character, if you used Shift to play her, you may search your deck for a character card and reveal that card to all players. Shuffle your deck and put that card on top of it.",,4.0,4.0,2.0,Super_rare,15,en,,561600.0
crd_8ae92c4a53ef47acb4aefde6341cba60,Daisy Duck,Donald's Date,normal,2024-08-09,1,False,Amber,"BIG PRIZE Whenever this character quests, each opponent reveals the top card of their deck. If it's a character card, they may put it into their hand. Otherwise, they put it on the bottom of their deck.",,1.0,4.0,2.0,Super_rare,16,en,,559158.0
crd_3a3a926925af4b4ca1cd8567c7a300ae,"Fix-It Felix, Jr.",Delighted Sightseer,normal,2024-08-09,2,True,Amber,"OH, MY LAND! When you play this character, if you have a location in play, draw a card.",,1.0,3.0,1.0,Common,17,en,"""I don't think I've ever seen anything as sweet as this.""",559778.0
crd_da584233ea5149dd814bd6b372e015d5,Moana,Determined Explorer,normal,2024-08-09,3,False,Amber,,,3.0,4.0,2.0,Rare,18,en,"""Investigate every part of the Illuminary, find the chromicons, restore the Illuminary, how hard can it—wait, what was that noise?""",561602.0
crd_412dcf4edf204b919385a120e64b4b50,Vanellope von Schweetz,Sugar Rush Princess,normal,2024-08-09,4,True,Amber,"Shift 2 (You may pay 2 {I} to play this on top of one of your characters named Vanellope von Schweetz.)
I HEREBY DECREE Whenever you play another Princess character, all opposing characters get -1 {S} until the start of your next turn.",,2.0,4.0,2.0,Rare,19,en,,561473.0
crd_d46b1371e56d486786fb471a1c043d3a,Alan-a-Dale,Rockin' Rooster,normal,2024-08-09,4,True,Amber,"FAN FAVORITE Whenever you play a song, gain 1 lore.",,2.0,3.0,2.0,Uncommon,20,en,"""Thank you! Now here's a little ditty for our floodborn friends that we call 'Martin and the Flood.'""",560630.0
crd_4bb6eeb124574cc6ac3695e255598cfb,Wreck-It Ralph,Admiral Underpants,normal,2024-08-09,7,False,Amber,"I'VE GOT THE COOLEST FRIEND When you play this character, return a character card from your discard to your hand. If that card is a Princess character card, gain 2 lore.",,6.0,7.0,2.0,Rare,21,en,"If he must give a victory speech, he'll keep it brief.",559783.0
crd_0140dc8d8b8444878839e0c94f358497,Maid Marian,Lady of the Lists,normal,2024-08-09,6,True,Amber,"IF IT PLEASES THE LADY When you play this character, chosen opposing character gets -5 {S} until the start of your next turn.",,4.0,5.0,2.0,Uncommon,22,en,"""And who might you be, my noble knight and champion?""",561948.0
crd_a35ce7543f7e4af49eb325083776e061,Sven,Reindeer Steed,normal,2024-08-09,4,True,Amber,"REINDEER GAMES When you play this character, you may ready chosen character. They can't quest or challenge for the rest of this turn.",,3.0,3.0,2.0,Uncommon,23,en,,559714.0
crd_edb33beb5360472080df4b6d2a6878a2,Minnie Mouse,Compassionate Friend,normal,2024-08-09,4,True,Amber,"PATCH THEM UP Whenever this character quests, you may remove up to 2 damage from chosen character.",,1.0,5.0,2.0,Common,24,en,"""Oh my! Is that part of the Illuminary? I have to go help!""",561949.0
crd_43b3128f2b504d7b9364db3803511c13,Try Everything,,normal,2024-08-09,4,True,Amber,"(A character with cost 4 or more can {E} to sing this song for free.)
Remove up to 3 damage from chosen character and ready them. They can't quest or challenge for the rest of this turn.",,,,,Uncommon,25,en,I want to try even though I could fail,559171.0
crd_10b23643a0b146bcb95389cfb37c6133,Healing Touch,,normal,2024-08-09,3,True,Amber,Remove up to 4 damage from chosen character. Draw a card.,,,,,Common,26,en,"""The heart is not so easily changed, but the head can be persuaded."" —Grand Pabbie",561259.0
crd_0eaf4bdb418a4e63a69851152b8bb057,Revive,,normal,2024-08-09,5,False,Amber,Play a character card with cost 5 or less from your discard for free.,,,,,Rare,27,en,Not all that is lost is gone forever.,561469.0
crd_1fafea8238334475ae8ed9ece3728309,Blast from Your Past,,normal,2024-08-09,6,False,Amber,"(A character with cost 6 or more can {E} to sing this song for free.)
Name a card. Return all character cards with that name from your discard to your hand.",,,,,Super_rare,28,en,,561468.0
crd_d544feda22c44e0e9fccb9936fb20202,Invited to the Ball,,normal,2024-08-09,2,False,Amber,Reveal the top 2 cards of your deck. Put revealed character cards into your hand. Put the rest on the bottom of your deck in any order.,,,,,Uncommon,29,en,,559086.0
crd_af887c9fbbbf4e12bf91a9d221681e71,Healing Decanter,,normal,2024-08-09,2,True,Amber,RENEWING ESSENCE {E} — Remove up to 2 damage from chosen character.,,,,,Common,30,en,,560645.0
crd_a3736e115d014a5e85d5913b9d100f9e,Queen's Sensor Core,,normal,2024-08-09,2,True,Amber,"SYMBOL OF NOBILITY At the start of your turn, if you have a Princess or Queen character in play, gain 1 lore.
ROYAL SEARCH {E}, 2 {I} — Reveal the top card of your deck. If it's a Princess or Queen character card, you may put it into your hand. Otherwise, put it on the top of your deck.",,,,,Rare,31,en,,560914.0
crd_a849716500754889824d4a9aeb2c6b84,Amber Chromicon,,normal,2024-08-09,2,True,Amber,AMBER LIGHT {E} — Remove up to 1 damage from each of your characters.,,,,,Uncommon,32,en,"""Comfort the weak and weary.""
-Inscription",560093.0
crd_f27b7d5ae80b49c4a1a6019138a14ace,Rapunzel's Tower,Secluded Prison,landscape,2024-08-09,2,True,Amber,SAFE AND SOUND Characters get +3 {W} while here.,1.0,,8.0,0.0,Uncommon,33,en,"""It's a scary world out there.""
–Mother Gothel",560916.0
crd_210e4fd42fff4273b7ed916683431def,Pride Lands,Jungle Oasis,landscape,2024-08-09,3,True,Amber,"OUR HUMBLE HOME While you have 3 or more characters here, you may banish this location to play a character from your discard for free.",2.0,,8.0,1.0,Rare,34,en,,561189.0
crd_d3bfcff390e54c9bbd1027b57320d621,Maleficent,Formidable Queen,normal,2024-08-09,8,False,Amethyst,"Shift 6 (You may pay 6 {I} to play this on top of one of your characters named Maleficent.)
LISTEN WELL, ALL OF YOU When you play this character, for each of your characters named Maleficent in play, return a chosen opposing character, item, or location with cost 3 or less to their player's hand.",,7.0,7.0,2.0,Super_rare,35,en,,561950.0
crd_fdc463d617dd4b938a2991c4f1e1f542,The Nokk,Mythical Spirit,normal,2024-08-09,6,True,Amethyst,"TURNING TIDES When you play this character, you may move up to 2 damage counters from chosen character to chosen opposing character.",,5.0,5.0,1.0,Common,36,en,,561486.0
crd_5004569c2e0246e8bc9014bc00c21cd1,Cogsworth,Illuminary Watchman,normal,2024-08-09,1,True,Amethyst,"TIME TO MOVE IT! When you play this character, chosen character gains Rush this turn. (They can challenge the turn they're played.)",,1.0,1.0,1.0,Common,37,en,"""Step to it! Time is of the essence.""",561610.0
crd_830fee590a4e49c1a54622779b4380c3,Merlin,Turtle,normal,2024-08-09,4,True,Amethyst,"GIVE ME TIME TO THINK When you play this character and when he leaves play, look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",,3.0,3.0,2.0,Common,38,en,"""Don't rush me, now—this is important.""",561951.0
crd_fc8acdf39f114f398bca3f962a072274,Archimedes,Exasperated Owl,normal,2024-08-09,3,True,Amethyst,Evasive (Only characters with Evasive can challenge this character.),,2.0,2.0,2.0,Common,39,en,"""Hmph. What does an owl have to do to get a little peace and quiet around here?""",561467.0
crd_c1cb807b384241ea876b8b2d52b1bc46,Bruni,Fire Salamander,normal,2024-08-09,4,True,Amethyst,"Evasive (Only characters with Evasive can challenge this character.)
PARTING GIFT When this character is banished, you may draw a card.",,2.0,2.0,2.0,Uncommon,40,en,,555244.0
crd_314343a109e74d31bb84143aeb72d25f,Earth Giant,Living Mountain,normal,2024-08-09,4,True,Amethyst,"UNEARTHED When you play this character, each opponent draws a card.",,4.0,5.0,2.0,Common,41,en,Who woke up the big guy?,561487.0
crd_a9888f3a8e1845588922ff69068e6f78,Gale,Wind Spirit,normal,2024-08-09,3,True,Amethyst,"RECURRING GUST When this character is banished in a challenge, return this card to your hand.",,1.0,2.0,2.0,Common,42,en,,561488.0
crd_3cc55696a89340ceb63f0ad739644c17,White Rabbit,Royal Herald,normal,2024-08-09,3,True,Amethyst,,,3.0,4.0,1.0,Common,43,en,"Oh me, oh my! Did a piece just fall off the Illuminary?! I've got to tell someone before it's too late, late, late!",561166.0
crd_68ff503b4be94f6cbf93a9b0cd097c80,Madam Mim,Elephant,normal,2024-08-09,4,True,Amethyst,"A LITTLE GAME When you play this character, banish her or return another chosen character of yours to your hand.
SNEAKY MOVE At the start of your turn, you may move up to 2 damage counters from this character to chosen opposing character.",,3.0,7.0,1.0,Super_rare,44,en,,560092.0
crd_5c628b6eefe64685a02ea0bd3bef7a44,Luisa Madrigal,Entertaining Muscle,normal,2024-08-09,6,False,Amethyst,,,4.0,8.0,3.0,Rare,45,en,"""This is just a warm-up, folks! Wait 'til you see the big finale!""",557729.0
crd_2254457f8600435abc8520521283f8ff,Anna,Mystical Majesty,normal,2024-08-09,7,False,Amethyst,"Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Anna.)
EXCEPTIONAL POWER When you play this character, exert all opposing characters.",,4.0,5.0,2.0,Rare,46,en,,561952.0
crd_14a6c9cb57b54a889bad8a3e1f62e8ba,Archimedes,Electrified Owl,normal,2024-08-09,5,True,Amethyst,"Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Archimedes.)
Evasive (Only characters with Evasive can challenge this character.)
Challenger +3 (While challenging, this character gets +3 {S}.)",,1.0,4.0,2.0,Uncommon,47,en,,561193.0
crd_db64e740e8ef4c22b87c89fa48093cee,Elsa,The Fifth Spirit,normal,2024-08-09,5,True,Amethyst,"Rush (This character can challenge the turn they're played.)
Evasive (Only characters with Evasive can challenge this character.)
CRYSTALLIZE When you play this character, exert chosen opposing character.",,2.0,5.0,1.0,Super_rare,48,en,,555245.0
crd_e0a935e3f8394d2b881f48d3c9c46b05,Genie,Main Attraction,normal,2024-08-09,7,False,Amethyst,"PHENOMENAL SHOWMAN While this character is exerted, opposing characters can't ready at the start of their turn.",,5.0,5.0,2.0,Legendary,49,en,"""Keep your eyes on me, folks! It's time for a little prestidigitation!""",561953.0
crd_bb8f3a2d154346dc8e21ef6fea46a1f0,Olaf,Happy Passenger,normal,2024-08-09,9,False,Amethyst,"CLEAR THE PATH For each exerted character opponents have in play, you pay 1 {I} less to play this character.
Evasive (Only characters with Evasive can challenge this character.)",,6.0,6.0,3.0,Rare,50,en,,561489.0
crd_ec332a15608840ad942e800aa7b17294,Maleficent,Vexed Partygoer,normal,2024-08-09,3,True,Amethyst,"WHAT AN AWKWARD SITUATION Whenever this character quests, you may choose and discard a card to return chosen character, item, or location with cost 3 or less to their player's hand.",,0.0,4.0,2.0,Uncommon,51,en,,561614.0
crd_5dc832dce6f943ddbb2bcdce8893ae61,Monstro,Whale of a Whale,normal,2024-08-09,5,True,Amethyst,,,5.0,6.0,1.0,Uncommon,52,en,"The great beast breached the surface of the Azurite Sea, and the cry went out, ""Monstro! Monstro!""",559512.0
crd_5a958c7371a3467fbb486adb3bd370ce,Magica De Spell,Cruel Sorceress,normal,2024-08-09,4,True,Amethyst,"PLAYING WITH POWER During opponents' turns, if an effect would cause you to discard one or more cards from your hand, you don't discard.",,2.0,5.0,1.0,Rare,53,en,,560549.0
crd_9fce790e0b1c4e0788899b6eb0d6aad0,Maleficent,Vengeful Sorceress,normal,2024-08-09,2,True,Amethyst,,,2.0,2.0,2.0,Common,54,en,"""Evidently my invitation was lost. How dreadful. Here, let me help with the decorations . . .""",560519.0
crd_1f76ed2f61db4a9cb5a5647c43e1ebfc,Rafiki,Shaman Duelist,normal,2024-08-09,4,False,Amethyst,"Rush (This character can challenge the turn they're played.)
SURPRISING SKILL When you play this character, he gains Challenger +4 this turn. (They get +4 {S} while challenging.)",,1.0,4.0,2.0,Rare,55,en,,560105.0
crd_63be1159dcec47dba6234bf124f86c75,Anna,Eager Acolyte,normal,2024-08-09,3,False,Amethyst,"GROWING POWERS When you play this character, each opponent chooses and exerts one of their ready characters.",,1.0,3.0,1.0,Common,56,en,"""Okay, I can move small objects without any problems. I need something bigger... Where is Kristoff's sleigh?""",561954.0
crd_19a1d88c22204acf9412f49437e0eb00,King of Hearts,Monarch of Wonderland,normal,2024-08-09,4,True,Amethyst,PLEASING THE QUEEN {E} — Chosen exerted character can't ready at the start of their next turn.,,1.0,4.0,2.0,Uncommon,57,en,"""By order of the king. You heard what she said!""",561490.0
crd_7fd5d0e0a462464dbc04f11a37718f4a,Camilo Madrigal,Family Copycat,normal,2024-08-09,6,True,Amethyst,"IMITATE Whenever this character quests, you may gain lore equal to the {L} of chosen other character of yours. Return that character to your hand.",,3.0,7.0,1.0,Legendary,58,en,,561300.0
crd_9444cd2552124a658a0c276513934a4f,Hypnotic Strength,,normal,2024-08-09,2,True,Amethyst,Draw a card. Chosen character gains Challenger +2 this turn. (They get +2 {S} while challenging.),,,,,Common,59,en,"Suddenly, Basil felt a strong desire to find the broken crown.",561345.0
crd_78be93b7d9664f388cebf0499a2e6dd8,Finders Keepers,,normal,2024-08-09,5,True,Amethyst,Draw 3 cards.,,,,,Uncommon,60,en,"""Three wishes, comin' right up!""
- Iago",559087.0
crd_74fab45eaa32470b9ca3c830ab920f93,We Know the Way,,normal,2024-08-09,3,True,Amethyst,"(A character with cost 3 or more can {E} to sing this song for free.)
Shuffle chosen card from your discard into your deck. Reveal the top card of your deck. If it has the same name as the chosen card, you may play the revealed card for free. Otherwise, put it into your hand.",,,,,Rare,61,en,,560658.0
crd_f199d7305e4a4b0a81d20610d4761aa9,Gathering Knowledge and Wisdom,,normal,2024-08-09,2,False,Amethyst,Gain 2 lore.,,,,,Common,62,en,"""Just think! All this knowledge was under our noses the whole time. We only had to look in the right place.""",561620.0
crd_6efcf80c6ccc458e9892bacc332c32d7,Magical Aid,,normal,2024-08-09,3,True,Amethyst,"Chosen character gains Challenger +3 and “When this character is banished in a challenge, return this card to your hand” this turn. (They get +3 {S} while challenging.)",,,,,Uncommon,63,en,"""You've got some power in your corner now!"" –Genie",561627.0
crd_0aa70773df3a4f87ab5b96825787497d,Retrosphere,,normal,2024-08-09,1,True,Amethyst,"EXTRACT OF AMETHYST 2 {I}, Banish this item — Return chosen character, item, or location with cost 3 or less to their player's hand.",,,,,Common,64,en,,561475.0
crd_721b1a5a766441a382bd8975b7b7a7ea,Half Hexwell Crown,,normal,2024-08-09,6,False,Amethyst,"AN UNEXPECTED FIND {E}, 2 {I} — Draw a card.
A PERILOUS POWER {E}, 2 {I}, Discard a card — Exert chosen character.",,,,,Rare,65,en,The broken crown holds dark and mysterious powers.,561474.0
crd_6506bc6d995f48a6b643477a796faba1,Amethyst Chromicon,,normal,2024-08-09,2,True,Amethyst,AMETHYST LIGHT {E} — Each player may draw a card.,,,,,Uncommon,66,en,"""Seek not power for its own sake.""
– Inscription",560096.0
crd_aaae8eab8f604635883282a61d3376ff,Elsa's Ice Palace,Place of Solitude,landscape,2024-08-09,3,False,Amethyst,"ETERNAL WINTER When you play this location, choose an exerted character. While this location is in play, that character can't ready at the start of their turn.",1.0,,4.0,1.0,Rare,67,en,,560547.0
crd_cbca0a75a1f9430baae6cf1528a421c4,The Library,A Gift for Belle,landscape,2024-08-09,3,True,Amethyst,"LOST IN A BOOK Whenever a character is banished while here, you may draw a card.",1.0,,8.0,1.0,Uncommon,68,en,,561302.0
crd_e563c6bf2df446f5b77fbf41d3d3b30a,Robin Hood,Timely Contestant,normal,2024-08-09,9,False,Emerald,"TAG ME IN! For each 1 damage on opposing characters, you pay 1 {I} less to play this character.
Ward (Opponents can't choose this character except to challenge.)",,6.0,6.0,4.0,Rare,69,en,,557730.0
crd_e736ff0f31bb455992c5ba93c4875444,Shenzi,Scar's Accomplice,normal,2024-08-09,3,True,Emerald,"Evasive (Only characters with Evasive can challenge this character.)
EASY PICKINGS While challenging a damaged character, this character gets +2 {S}.",,2.0,3.0,1.0,Uncommon,70,en,,561955.0
crd_715fd7db81234ccc970f710f0c4d469e,Little John,Camp Cook,normal,2024-08-09,1,True,Emerald,,,0.0,4.0,1.0,Uncommon,71,en,"""You're in for a real treat, Rob. Tonight's house special is my famous outlaw grub. Made from the finest whatever we could find!""",561191.0
crd_e069dd79b4104043aab51cde64808d82,Zazu,Advisor to Mufasa,normal,2024-08-09,5,True,Emerald,Evasive (Only characters with Evasive can challenge this character.),,3.0,5.0,2.0,Common,72,en,"""Oh, I guess one quick spin through the lights won't hurt.""",561497.0
crd_4b2b91b67cde4db99f61c51b388a338f,Ulf,Mime,normal,2024-08-09,4,True,Emerald,SILENT PERFORMANCE This character can't {E} to sing songs.,,4.0,3.0,2.0,Common,73,en,His performances are unspeakably good.,561159.0
crd_83352cb5f0a94843857df13731c502be,Ed,Laughing Hyena,normal,2024-08-09,3,False,Emerald,"CAUSE A PANIC When you play this character, you may deal 2 damage to chosen damaged character.",,2.0,3.0,1.0,Common,74,en,"""A-heh, heh, heh, heh, heh, heh, heeee.""",561160.0
crd_b72fb20c7b664b749e55de43aae47b3c,Flora,Good Fairy,normal,2024-08-09,3,True,Emerald,"FIDDLE FADDLE While being challenged, this character gets +2 {S}.",,2.0,4.0,1.0,Common,75,en,"""Don't fuss, dear! A flick of the wrist will turn these briars into something beautiful.""",560641.0
crd_c6e74eb559f2406fbea088388759a259,Merryweather,Good Fairy,normal,2024-08-09,1,True,Emerald,"RAY OF HOPE When you play this character, you may pay 1 {I} to give chosen character +2 {S} this turn.",,1.0,2.0,1.0,Common,76,en,"""The most beautiful color is blue!""",559737.0
crd_5d3eec99c8a746a5b8b774fb50cc5180,Robin Hood,Archery Contestant,normal,2024-08-09,2,True,Emerald,"TRICK SHOT When you play this character, if an opponent has a damaged character in play, gain 1 lore.",,2.0,2.0,1.0,Common,77,en,"""For a second there, I thought this might be a real challenge.""",561956.0
